,name,playerId,position,age,games_played,goals,points,pAssists,sAssists,icetime_per_game,ppg,apg,gpg,goalsFor_team,Predicted Games Played Percentage,Predicted Games Played,Predicted Goals Scored Percentage,Predicted Goals Scored per 82 Games,Predicted Assists Percentage,Predicted Assists per 82 Games,headshot,Predicted Games Played Percentage LSTM,Predicted Goals Scored Percentage LSTM,Predicted Assists Percentage LSTM,Predicted Games Played Percentage GRU,Predicted Goals Scored Percentage GRU,Predicted Assists Percentage GRU,Predicted Games Played LSTM,Predicted Goals Scored per 82 Games LSTM,Predicted Assits per 82 Games LSTM,Predicted Games Played GRU,Predicted Goals Scored per 82 Games GRU,Predicted Assits per 82 Games GRU
269,Travis Sanheim,8477948,D,28,82,8.0,30.0,9.0,13.0,24.49532520325203,0.3658536585365853,0.2682926829268293,0.0975609756097561,232.0,0.95083266,78.0,0.08829026,8.0,0.28514516,24.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477948.png,0.8840377,0.083391644,0.28706297,0.9472771,0.074891225,0.2674878,73.0,7.0,24.0,78.0,7.0,22.0
270,Alex Tuch,8477949,R,28,82,36.0,67.0,15.0,16.0,19.254268292682926,0.8170731707317073,0.3780487804878049,0.4390243902439024,265.0,0.9377132,77.0,0.36225876,30.0,0.4523979,38.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477949.png,0.91685194,0.27669418,0.3729087,0.9575622,0.27339417,0.36601564,76.0,23.0,31.0,79.0,23.0,31.0
271,Tony DeAngelo,8477950,D,29,35,4.0,19.0,8.0,7.0,23.34380952380952,0.5428571428571428,0.4285714285714285,0.1142857142857142,222.0,0.6889913,57.0,0.0846247,7.0,0.34208125,29.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477950.png,0.63343024,0.079031065,0.3248981,0.6738317,0.06945477,0.32609865,52.0,7.0,27.0,56.0,6.0,27.0
272,Nick Schmaltz,8477951,C,28,82,20.0,63.0,21.0,22.0,18.588211382113823,0.7682926829268293,0.524390243902439,0.2439024390243902,240.0,0.91684425,76.0,0.29350963,25.0,0.4958209,41.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8477951.png,0.8770039,0.26292232,0.42818737,0.89939904,0.24012916,0.4053005,72.0,22.0,36.0,74.0,20.0,34.0
273,Robby Fabbri,8477952,C,28,44,8.0,16.0,6.0,2.0,16.204545454545453,0.3636363636363636,0.1818181818181818,0.1818181818181818,217.0,0.6910258,57.0,0.13949479,12.0,0.2036328,17.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8477952.png,0.7529051,0.13071163,0.17760062,0.7980411,0.13900813,0.18158644,62.0,11.0,15.0,66.0,12.0,15.0
274,Kasperi Kapanen,8477953,R,28,67,6.0,14.0,6.0,2.0,11.919651741293531,0.208955223880597,0.1194029850746268,0.0895522388059701,259.0,0.7157753,59.0,0.07711827,7.0,0.16680957,14.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477953.png,0.4953724,0.057352822,0.122620724,0.624458,0.08569195,0.14198588,41.0,5.0,11.0,52.0,8.0,12.0
275,Jared McCann,8477955,L,28,82,22.0,61.0,26.0,13.0,17.210772357723577,0.7439024390243902,0.4756097560975609,0.2682926829268293,245.0,0.90753114,75.0,0.33557373,28.0,0.38612014,32.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477955.png,0.9075366,0.22311164,0.34572035,0.9052111,0.26918155,0.3171382,75.0,19.0,29.0,75.0,23.0,27.0
276,David Pastrnak,8477956,R,28,82,43.0,106.0,45.0,18.0,20.18617886178862,1.2926829268292683,0.7682926829268293,0.524390243902439,222.0,0.9342318,77.0,0.52866215,44.0,0.8268098,68.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477956.png,0.91510016,0.45123646,0.6112753,0.8547381,0.4841345,0.67457944,76.0,38.0,51.0,71.0,40.0,56.0
277,Adrian Kempe,8477960,R,28,81,35.0,73.0,27.0,11.0,19.15534979423868,0.9012345679012346,0.4691358024691358,0.4320987654320987,249.0,0.94628364,78.0,0.42316952,35.0,0.42244467,35.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477960.png,0.92451537,0.3155558,0.42575097,0.8781162,0.30750778,0.38352633,76.0,26.0,35.0,73.0,26.0,32.0
278,Ivan Barbashev,8477964,C,29,70,23.0,51.0,20.0,8.0,16.798333333333336,0.7285714285714285,0.4,0.3285714285714285,274.0,0.90882915,75.0,0.24513987,21.0,0.31711406,27.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477964.png,0.96598667,0.22679065,0.37074733,0.909572,0.24070075,0.3374916,80.0,19.0,31.0,75.0,20.0,28.0
279,Marcus Pettersson,8477969,D,28,78,4.0,29.0,14.0,11.0,21.690598290598288,0.3717948717948718,0.3205128205128205,0.0512820512820512,233.0,0.915086,76.0,0.04870716,4.0,0.27845076,23.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8477969.png,0.7560087,0.047959026,0.24641617,0.8203944,0.039673787,0.24587041,62.0,4.0,21.0,68.0,4.0,21.0
280,Andreas Englund,8477971,D,28,35,1.0,3.0,1.0,1.0,13.26142857142857,0.0857142857142857,0.0571428571428571,0.0285714285714285,212.0,0.6128796,51.0,0.017771453,2.0,0.06659218,6.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477971.png,0.33255246,0.018563842,0.07819111,0.21510468,0.006456678,0.05693468,28.0,2.0,7.0,18.0,1.0,5.0
281,Nicolas Aube-Kubel,8477979,R,28,22,1.0,2.0,1.0,0.0,9.421212121212122,0.0909090909090909,0.0454545454545454,0.0454545454545454,255.0,0.37640002,31.0,0.052526806,5.0,0.09552009,8.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8477979.png,0.35471374,0.049414936,0.093261175,0.39777997,0.07171188,0.08624575,30.0,5.0,8.0,33.0,6.0,8.0
282,Brandon Montour,8477986,D,30,81,18.0,41.0,10.0,13.0,22.9761316872428,0.5061728395061729,0.2839506172839506,0.2222222222222222,245.0,0.89616925,74.0,0.15904261,14.0,0.36148334,30.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477986.png,0.8672118,0.15751895,0.4487762,0.91884094,0.121132486,0.43748575,72.0,13.0,37.0,76.0,10.0,36.0
283,Ryan Donato,8477987,C,28,80,31.0,62.0,25.0,6.0,16.309166666666666,0.775,0.3875,0.3875,224.0,0.91232264,75.0,0.2668651,22.0,0.31198975,26.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477987.png,0.93460023,0.2853205,0.36095852,0.8309104,0.23721537,0.29255685,77.0,24.0,30.0,69.0,20.0,24.0
284,Christian Dvorak,8477989,C,28,82,12.0,33.0,15.0,6.0,15.24369918699187,0.4024390243902439,0.2560975609756097,0.1463414634146341,243.0,0.77258897,64.0,0.15586211,13.0,0.2574282,22.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8477989.png,0.76985914,0.09174927,0.17938964,0.8000051,0.11335826,0.17116486,64.0,8.0,15.0,66.0,10.0,15.0
285,Justin Kirkland,8477993,C,28,21,2.0,8.0,4.0,2.0,9.700793650793653,0.3809523809523809,0.2857142857142857,0.0952380952380952,220.0,0.33573794,28.0,0.057739813,5.0,0.107179455,9.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477993.png,0.28982392,0.037721958,0.124168225,0.2380387,0.034857605,0.09375375,24.0,4.0,11.0,20.0,3.0,8.0
286,Warren Foegele,8477998,L,28,82,24.0,46.0,10.0,12.0,16.16890243902439,0.5609756097560976,0.2682926829268293,0.2926829268292683,249.0,0.95759135,79.0,0.22059646,19.0,0.25515473,21.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477998.png,0.9248723,0.3297091,0.28081217,0.8942099,0.30741575,0.280558,76.0,28.0,24.0,74.0,26.0,24.0
287,Brayden Point,8478010,C,28,77,42.0,82.0,23.0,17.0,19.479220779220785,1.0649350649350648,0.5194805194805194,0.5454545454545454,292.0,0.9359439,77.0,0.4898937,41.0,0.55921227,46.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478010.png,0.99648917,0.36866066,0.44510922,0.9807116,0.3880601,0.42640224,82.0,31.0,37.0,81.0,32.0,35.0
288,Jake Walman,8478013,D,28,65,7.0,40.0,16.0,17.0,22.771282051282054,0.6153846153846154,0.5076923076923077,0.1076923076923077,259.0,0.7791321,64.0,0.11944962,10.0,0.31545565,26.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478013.png,0.92908823,0.11866358,0.34372476,0.87607074,0.12131804,0.3118293,77.0,10.0,29.0,72.0,10.0,26.0
289,Michael Amadio,8478020,R,28,72,11.0,27.0,13.0,3.0,14.095833333333331,0.375,0.2222222222222222,0.1527777777777778,242.0,0.81055784,67.0,0.16515525,14.0,0.18301536,16.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478020.png,0.499382,0.076502174,0.12649575,0.68477684,0.10050245,0.14386918,41.0,7.0,11.0,57.0,9.0,12.0
290,Devon Toews,8478038,D,30,76,10.0,44.0,14.0,20.0,24.589473684210525,0.5789473684210527,0.4473684210526316,0.131578947368421,273.0,0.91939884,76.0,0.10431696,9.0,0.47304848,39.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8478038.png,0.88536453,0.10296872,0.3852118,0.92616796,0.096417055,0.39545846,73.0,9.0,32.0,76.0,8.0,33.0
291,Viktor Arvidsson,8478042,L,31,67,15.0,27.0,9.0,3.0,14.996517412935324,0.4029850746268656,0.1791044776119403,0.2238805970149253,259.0,0.7555045,62.0,0.22516102,19.0,0.2692025,23.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478042.png,0.8386912,0.24206142,0.29801616,0.81548417,0.26171798,0.31499523,69.0,20.0,25.0,67.0,22.0,26.0
292,Sam Lafferty,8478043,C,29,60,4.0,7.0,1.0,2.0,9.876111111111111,0.1166666666666666,0.05,0.0666666666666666,265.0,0.65911174,55.0,0.069483474,6.0,0.12474535,11.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478043.png,0.68915385,0.08358366,0.11822965,0.66386217,0.10622641,0.13171493,57.0,7.0,10.0,55.0,9.0,11.0
293,Danton Heinen,8478046,L,29,79,9.0,29.0,9.0,11.0,13.44282700421941,0.3670886075949367,0.2531645569620253,0.1139240506329113,242.0,0.83190495,69.0,0.15495598,13.0,0.20684102,17.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478046.png,0.6587351,0.10401289,0.16017535,0.70424354,0.09399522,0.16446485,55.0,9.0,14.0,58.0,8.0,14.0
294,Michael Bunting,8478047,L,29,76,19.0,38.0,12.0,7.0,15.53048245614035,0.5,0.25,0.25,212.0,0.89333445,74.0,0.26660082,22.0,0.28661957,24.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8478047.png,0.99940556,0.250194,0.35873318,0.95827323,0.22213307,0.347348,82.0,21.0,30.0,79.0,19.0,29.0
295,Gustav Forsling,8478055,D,28,80,11.0,31.0,10.0,10.0,22.94770833333333,0.3875,0.25,0.1375,246.0,0.9105069,75.0,0.093516745,8.0,0.31030825,26.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478055.png,0.8477208,0.07650792,0.30095604,0.8547648,0.0963797,0.28436038,70.0,7.0,25.0,71.0,8.0,24.0
296,Dakota Joshua,8478057,C,28,57,7.0,14.0,5.0,2.0,12.960818713450292,0.2456140350877192,0.1228070175438596,0.1228070175438596,233.0,0.80282253,66.0,0.12846416,11.0,0.13663045,12.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478057.png,0.8011235,0.0948934,0.1494175,0.77185404,0.11719235,0.14921078,66.0,8.0,13.0,64.0,10.0,13.0
297,Kevin Labanc,8478099,R,29,34,2.0,12.0,2.0,8.0,10.494607843137254,0.3529411764705882,0.2941176470588235,0.0588235294117647,267.0,0.6302252,52.0,0.10286015,9.0,0.13774046,12.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478099.png,0.17420961,0.107758254,0.112781174,0.4218511,0.14196558,0.14329053,15.0,9.0,10.0,35.0,12.0,12.0
298,Victor Olofsson,8478109,L,29,56,15.0,29.0,10.0,4.0,14.497321428571428,0.5178571428571429,0.25,0.2678571428571428,274.0,0.7843643,65.0,0.20228302,17.0,0.24589507,21.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478109.png,0.3334451,0.12876955,0.12796277,0.33144173,0.17680521,0.11095802,28.0,11.0,11.0,28.0,15.0,10.0
299,Pierre Engvall,8478115,L,28,62,8.0,15.0,2.0,5.0,11.817473118279567,0.2419354838709677,0.1129032258064516,0.1290322580645161,222.0,0.638093,53.0,0.11382554,10.0,0.15111229,13.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8478115.png,0.766065,0.12589476,0.1825784,0.7485106,0.14650902,0.17659605,63.0,11.0,15.0,62.0,13.0,15.0
300,Jake Evans,8478133,C,28,82,13.0,36.0,17.0,6.0,15.553658536585369,0.4390243902439024,0.2804878048780488,0.1585365853658536,243.0,0.85717195,71.0,0.1378103,12.0,0.24181972,20.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478133.png,0.77908313,0.08474898,0.18522386,0.7445104,0.08453179,0.16103186,64.0,7.0,16.0,62.0,7.0,14.0
301,Jake Middleton,8478136,D,28,67,8.0,21.0,7.0,6.0,21.87437810945273,0.3134328358208955,0.1940298507462686,0.1194029850746268,225.0,0.83307284,69.0,0.060567543,5.0,0.19779599,17.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478136.png,0.71577173,0.047965337,0.1750536,0.71385187,0.057043325,0.17044063,59.0,4.0,15.0,59.0,5.0,14.0
302,Matthew Highmore,8478146,C,28,41,2.0,6.0,3.0,1.0,11.165040650406503,0.1463414634146341,0.0975609756097561,0.048780487804878,242.0,0.33939236,28.0,0.056619305,5.0,0.09458384,8.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478146.png,0.47033176,0.05358248,0.12963884,0.42648256,0.055571336,0.103689425,39.0,5.0,11.0,35.0,5.0,9.0
303,Bokondji Imama,8478147,L,28,16,1.0,1.0,0.0,0.0,5.665625,0.0625,0.0,0.0625,242.0,0.2293794,19.0,0.031228656,3.0,0.07680358,7.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478147.png,0.5070066,0.043118652,0.13333736,0.49476993,0.04798658,0.10017202,42.0,4.0,11.0,41.0,4.0,9.0
304,Darren Raddysh,8478178,D,28,73,6.0,37.0,12.0,19.0,17.299771689497717,0.5068493150684932,0.4246575342465753,0.0821917808219178,292.0,0.80341125,66.0,0.08756899,8.0,0.25753084,22.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478178.png,0.63370275,0.04481503,0.20150124,0.66870165,0.05112883,0.23422515,52.0,4.0,17.0,55.0,5.0,20.0
305,Andrew Mangiapane,8478233,L,28,81,14.0,28.0,9.0,5.0,13.026337448559673,0.345679012345679,0.1728395061728395,0.1728395061728395,286.0,0.8961849,74.0,0.16972725,14.0,0.20565571,17.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8478233.png,0.96042544,0.25633052,0.3426356,0.9912774,0.23361719,0.33403602,79.0,22.0,29.0,82.0,20.0,28.0
306,Frank Vatrano,8478366,R,30,81,21.0,45.0,8.0,16.0,17.545267489711936,0.5555555555555556,0.2962962962962963,0.2592592592592592,217.0,0.9531947,79.0,0.28841132,24.0,0.2724806,23.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478366.png,0.8263666,0.1474992,0.1818674,0.73175275,0.1336205,0.16359438,68.0,13.0,15.0,61.0,11.0,14.0
307,Noah Hanifin,8478396,D,27,80,10.0,39.0,17.0,12.0,21.5525,0.4875,0.3625,0.125,274.0,0.89772695,74.0,0.11893186,10.0,0.34441474,29.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478396.png,0.84892416,0.096122146,0.37166485,0.87995446,0.0911804,0.35166875,70.0,8.0,31.0,73.0,8.0,29.0
308,Rasmus Andersson,8478397,D,28,81,11.0,31.0,7.0,13.0,23.985185185185184,0.382716049382716,0.2469135802469135,0.1358024691358024,220.0,0.9164414,76.0,0.08864071,8.0,0.3466527,29.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8478397.png,0.85252583,0.102906935,0.37016544,0.9014874,0.09237504,0.34480256,70.0,9.0,31.0,74.0,8.0,29.0
309,Kyle Connor,8478398,L,28,82,41.0,97.0,31.0,25.0,20.39471544715447,1.1829268292682926,0.6829268292682927,0.5,275.0,0.8885278,73.0,0.48031235,40.0,0.6729944,56.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8478398.png,0.844587,0.39332145,0.41487736,0.927974,0.44973594,0.40248683,70.0,33.0,35.0,77.0,37.0,34.0
310,Jonas Siegenthaler,8478399,D,27,55,2.0,9.0,1.0,6.0,19.60151515151515,0.1636363636363636,0.1272727272727272,0.0363636363636363,240.0,0.78349227,65.0,0.03888458,4.0,0.16372217,14.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478399.png,0.71528053,0.032825295,0.1738134,0.6566047,0.034271944,0.15074642,59.0,3.0,15.0,54.0,3.0,13.0
311,Pavel Zacha,8478401,C,27,82,14.0,47.0,21.0,12.0,19.06239837398374,0.573170731707317,0.4024390243902439,0.1707317073170731,222.0,0.9517375,79.0,0.23251092,20.0,0.4000997,33.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478401.png,0.8912298,0.20668873,0.36354473,0.9293531,0.18448415,0.32579827,74.0,17.0,30.0,77.0,16.0,27.0
312,Connor McDavid,8478402,C,27,67,26.0,100.0,50.0,24.0,22.03134328358209,1.492537313432836,1.1044776119402986,0.3880597014925373,259.0,0.89024025,73.0,0.48750526,40.0,1.0340686,85.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478402.png,0.93144524,0.47608778,1.0432291,0.9244464,0.40151915,1.022933,77.0,40.0,86.0,76.0,33.0,84.0
313,Jack Eichel,8478403,C,28,77,28.0,94.0,27.0,39.0,20.533549783549784,1.2207792207792207,0.8571428571428571,0.3636363636363636,274.0,0.8528099,70.0,0.35580608,30.0,0.69146013,57.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478403.png,0.90855867,0.35131454,0.49339488,0.85654616,0.37373975,0.4659552,75.0,29.0,41.0,71.0,31.0,39.0
314,Vince Dunn,8478407,D,28,62,11.0,39.0,12.0,16.0,22.07903225806452,0.6290322580645161,0.4516129032258064,0.1774193548387097,245.0,0.8098367,67.0,0.14157696,12.0,0.49113768,41.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8478407.png,0.7731294,0.12698306,0.45825386,0.8138584,0.12153402,0.45386672,64.0,11.0,38.0,67.0,10.0,38.0
315,Travis Dermott,8478408,D,28,19,0.0,0.0,0.0,0.0,12.27280701754386,0.0,0.0,0.0,225.0,0.36723557,31.0,0.018651962,2.0,0.09305255,8.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478408.png,0.2569468,0.021040937,0.112236224,0.26385224,0.016213795,0.10155422,22.0,2.0,10.0,22.0,2.0,9.0
316,Anthony Richard,8478409,C,28,15,2.0,6.0,4.0,0.0,12.363333333333332,0.4,0.2666666666666666,0.1333333333333333,232.0,0.40951416,34.0,0.1048426,9.0,0.105597064,9.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8478409.png,0.15745558,0.04823633,0.1140702,0.23229511,0.055783343,0.13207847,13.0,4.0,10.0,20.0,5.0,11.0
317,Jordan Greenway,8478413,L,27,34,3.0,8.0,4.0,1.0,15.074019607843136,0.2352941176470588,0.1470588235294117,0.088235294117647,265.0,0.65774745,54.0,0.07667557,7.0,0.17239368,15.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478413.png,0.72750694,0.07772254,0.14718257,0.7353363,0.11005757,0.17758763,60.0,7.0,13.0,61.0,10.0,15.0
318,Timo Meier,8478414,R,28,80,26.0,53.0,14.0,13.0,17.859583333333333,0.6625,0.3375,0.325,240.0,0.8924518,74.0,0.3793173,32.0,0.3734388,31.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478414.png,0.9404483,0.26243675,0.28748024,0.87569606,0.2869812,0.28982723,78.0,22.0,24.0,72.0,24.0,24.0
319,Erik Cernak,8478416,D,27,76,3.0,21.0,8.0,10.0,18.26052631578948,0.2763157894736842,0.2368421052631578,0.0394736842105263,292.0,0.82545984,68.0,0.043126978,4.0,0.17829512,15.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478416.png,0.8125582,0.039032932,0.18097776,0.7552551,0.03707556,0.17314164,67.0,4.0,15.0,62.0,4.0,15.0
320,Mikko Rantanen,8478420,R,28,82,32.0,88.0,34.0,22.0,21.24918699186992,1.0731707317073171,0.6829268292682927,0.3902439024390244,275.0,0.91592276,76.0,0.45690486,38.0,0.7640525,63.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478420.png,0.9051688,0.43661082,0.6179367,0.8378421,0.40388197,0.5430719,75.0,36.0,51.0,69.0,34.0,45.0
321,A.J. Greer,8478421,L,28,81,6.0,17.0,10.0,1.0,9.59320987654321,0.2098765432098765,0.1358024691358024,0.074074074074074,246.0,0.7138077,59.0,0.104613185,9.0,0.10302453,9.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478421.png,0.5207639,0.03425773,0.076666586,0.5482017,0.049432125,0.08932579,43.0,3.0,7.0,45.0,5.0,8.0
322,Jansen Harkins,8478424,C,27,62,2.0,6.0,1.0,3.0,10.92741935483871,0.0967741935483871,0.064516129032258,0.032258064516129,217.0,0.65710413,54.0,0.054763854,5.0,0.06901879,6.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478424.png,0.32123,0.052011285,0.112869404,0.4615062,0.06615739,0.11682471,27.0,5.0,10.0,38.0,6.0,10.0
323,Sebastian Aho,8478427,C,27,79,29.0,74.0,33.0,12.0,20.100210970464136,0.9367088607594936,0.569620253164557,0.3670886075949367,266.0,0.92332214,76.0,0.42474937,35.0,0.5463996,45.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478427.png,0.9428187,0.38274848,0.5869599,0.87865776,0.31181222,0.5145551,78.0,32.0,49.0,73.0,26.0,43.0
324,Oliver Kylington,8478430,D,27,19,1.0,5.0,4.0,0.0,12.294736842105262,0.2631578947368421,0.2105263157894736,0.0526315789473684,217.0,0.32552996,27.0,0.044800326,4.0,0.13577229,12.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478430.png,0.2676253,0.036751557,0.13896342,0.31345436,0.028835682,0.13475811,22.0,4.0,12.0,26.0,3.0,12.0
325,Christian Fischer,8478432,R,27,46,1.0,7.0,3.0,3.0,11.11413043478261,0.1521739130434782,0.1304347826086956,0.0217391304347826,267.0,0.5117898,42.0,0.061552387,6.0,0.098327816,9.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478432.png,0.6468175,0.061169345,0.1111977,0.62640357,0.08228044,0.11430279,54.0,6.0,10.0,52.0,7.0,10.0
326,Keegan Kolesar,8478434,R,27,82,12.0,30.0,9.0,9.0,13.193902439024392,0.3658536585365853,0.2195121951219512,0.1463414634146341,274.0,0.8848206,73.0,0.14279439,12.0,0.20330441,17.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478434.png,0.91519386,0.09847724,0.18624458,0.9001457,0.11058347,0.18963882,76.0,9.0,16.0,74.0,10.0,16.0
327,Tommy Novak,8478438,C,27,54,13.0,22.0,7.0,2.0,13.231172839506174,0.4074074074074074,0.1666666666666666,0.2407407407407407,242.0,0.78119034,65.0,0.19867767,17.0,0.24206112,20.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478438.png,0.72960234,0.15889543,0.23353094,0.81410277,0.17641886,0.25263605,60.0,14.0,20.0,67.0,15.0,21.0
328,Travis Konecny,8478439,R,27,82,24.0,76.0,35.0,17.0,20.602845528455287,0.926829268292683,0.6341463414634146,0.2926829268292683,232.0,0.9230545,76.0,0.33796194,28.0,0.5542729,46.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8478439.png,0.90140444,0.39378366,0.54769105,0.8347626,0.35302317,0.47531965,74.0,33.0,45.0,69.0,29.0,39.0
329,Dylan Strome,8478440,C,27,82,29.0,82.0,27.0,26.0,17.383739837398373,1.0,0.6463414634146342,0.3536585365853658,286.0,0.93587863,77.0,0.3337775,28.0,0.48307848,40.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8478440.png,0.9072594,0.2889337,0.45851958,0.8647559,0.25524214,0.4308787,75.0,24.0,38.0,71.0,21.0,36.0
330,Brandon Carlo,8478443,D,28,83,1.0,12.0,1.0,10.0,18.9,0.144578313253012,0.1325301204819277,0.0120481927710843,267.0,0.8749812,72.0,0.032622695,3.0,0.15313953,13.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8478443.png,0.70735,0.02968531,0.1531799,0.6544398,0.02908334,0.12200459,59.0,3.0,13.0,54.0,3.0,11.0
331,Brock Boeser,8478444,R,27,75,25.0,50.0,12.0,13.0,18.16133333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,233.0,0.91696227,76.0,0.30794775,26.0,0.40662208,34.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478444.png,0.9421951,0.29886383,0.3717718,0.9731375,0.2819471,0.34919792,78.0,25.0,31.0,80.0,24.0,29.0
332,Mathew Barzal,8478445,C,27,30,6.0,20.0,11.0,3.0,20.349444444444444,0.6666666666666666,0.4666666666666667,0.2,222.0,0.80318165,66.0,0.22432847,19.0,0.5426363,45.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8478445.png,0.88709474,0.33635482,0.69136924,0.8292967,0.33354178,0.64199364,73.0,28.0,57.0,69.0,28.0,53.0
333,Roope Hintz,8478449,C,28,76,28.0,67.0,27.0,12.0,16.89122807017544,0.881578947368421,0.5131578947368421,0.3684210526315789,275.0,0.9288149,77.0,0.38677615,32.0,0.43580422,36.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478449.png,0.9549151,0.31911585,0.4268281,0.93083197,0.2689464,0.38021442,79.0,27.0,35.0,77.0,23.0,32.0
334,Parker Wotherspoon,8478450,D,27,55,1.0,7.0,5.0,1.0,18.02909090909091,0.1272727272727272,0.109090909090909,0.0181818181818181,222.0,0.6782514,56.0,0.027892824,3.0,0.11651896,10.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478450.png,0.47462434,0.02390032,0.11791194,0.455431,0.017526677,0.11361673,39.0,2.0,10.0,38.0,2.0,10.0
335,Noah Juulsen,8478454,D,27,35,0.0,0.0,0.0,0.0,16.290476190476188,0.0,0.0,0.0,233.0,0.5076036,42.0,0.023809949,2.0,0.12252259,11.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478454.png,0.47109884,0.027216127,0.11266906,0.43750927,0.016332453,0.09057658,39.0,3.0,10.0,36.0,2.0,8.0
336,Jack Roslovic,8478458,C,27,81,22.0,39.0,9.0,8.0,13.82119341563786,0.4814814814814814,0.2098765432098765,0.2716049382716049,266.0,0.8301757,69.0,0.21076189,18.0,0.2936685,25.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478458.png,0.8197311,0.22051033,0.31819642,0.85858494,0.2329911,0.33115196,68.0,19.0,27.0,71.0,20.0,28.0
337,Zach Werenski,8478460,D,27,81,23.0,82.0,32.0,27.0,26.74526748971193,1.0123456790123455,0.7283950617283951,0.2839506172839506,267.0,0.8302993,69.0,0.2173821,18.0,0.58947587,49.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478460.png,0.8169037,0.21633807,0.7434241,0.8417211,0.19828065,0.6787736,67.0,18.0,61.0,70.0,17.0,56.0
