,name,playerId,position,age,games_played,goals,points,pAssists,sAssists,icetime_per_game,ppg,apg,gpg,goalsFor_team,Predicted Games Played Percentage,Predicted Games Played,Predicted Goals Scored Percentage,Predicted Goals Scored per 82 Games,Predicted Assists Percentage,Predicted Assists per 82 Games,headshot,Predicted Games Played Percentage LSTM,Predicted Goals Scored Percentage LSTM,Predicted Assists Percentage LSTM,Predicted Games Played Percentage GRU,Predicted Goals Scored Percentage GRU,Predicted Assists Percentage GRU,Predicted Games Played LSTM,Predicted Goals Scored per 82 Games LSTM,Predicted Assits per 82 Games LSTM,Predicted Games Played GRU,Predicted Goals Scored per 82 Games GRU,Predicted Assits per 82 Games GRU
385,Carl Grundstrom,8479336,R,27,56,3.0,9.0,5.0,1.0,9.596428571428572,0.1607142857142857,0.1071428571428571,0.0535714285714285,208.0,0.60475326,50.0,0.09915953,9.0,0.097873226,9.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8479336.png,0.4996105,0.046368454,0.084321804,0.5015512,0.060536627,0.061597195,41.0,4.0,7.0,42.0,5.0,6.0
386,Alex DeBrincat,8479337,R,27,82,39.0,70.0,23.0,8.0,17.871138211382114,0.8536585365853658,0.3780487804878049,0.4756097560975609,235.0,0.9249617,76.0,0.45874897,38.0,0.47968587,40.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8479337.png,0.96070004,0.32057473,0.40858555,0.95627946,0.33504912,0.3908431,79.0,27.0,34.0,79.0,28.0,33.0
387,Patrik Laine,8479339,L,26,52,20.0,33.0,8.0,5.0,14.307371794871797,0.6346153846153846,0.25,0.3846153846153846,243.0,0.65031976,54.0,0.31609973,26.0,0.35051724,29.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8479339.png,0.47616908,0.14002621,0.19836962,0.57214034,0.16504227,0.2144013,40.0,12.0,17.0,47.0,14.0,18.0
388,Clayton Keller,8479343,R,26,81,30.0,90.0,26.0,34.0,19.118106995884773,1.1111111111111112,0.7407407407407407,0.3703703703703703,240.0,0.93174994,77.0,0.4371815,36.0,0.70824414,59.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8479343.png,0.9163617,0.4286653,0.6942393,0.8289407,0.3846165,0.5798409,76.0,36.0,57.0,68.0,32.0,48.0
389,Jesse Puljujarvi,8479344,R,26,31,4.0,10.0,2.0,4.0,11.782795698924732,0.3225806451612903,0.1935483870967742,0.1290322580645161,246.0,0.596964,49.0,0.11642313,10.0,0.13231452,11.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479344.png,0.32764354,0.100469254,0.0929909,0.5309479,0.11725333,0.11929908,27.0,9.0,8.0,44.0,10.0,10.0
390,Jakob Chychrun,8479345,D,26,74,20.0,47.0,15.0,12.0,21.06418918918919,0.6351351351351351,0.3648648648648648,0.2702702702702703,286.0,0.85901874,71.0,0.18811929,16.0,0.436615,36.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479345.png,0.7884469,0.1955416,0.4767052,0.78839266,0.15015481,0.41413617,65.0,17.0,40.0,65.0,13.0,34.0
391,Sam Steel,8479351,C,26,79,6.0,25.0,9.0,10.0,14.140295358649787,0.3164556962025316,0.240506329113924,0.0759493670886076,275.0,0.8129323,67.0,0.10926899,9.0,0.2000193,17.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479351.png,0.8515712,0.108304575,0.21055773,0.8543401,0.12503107,0.22895053,70.0,9.0,18.0,71.0,11.0,19.0
392,Brett Howden,8479353,C,26,80,23.0,40.0,9.0,8.0,14.862916666666669,0.5,0.2125,0.2875,274.0,0.8220678,68.0,0.1811422,15.0,0.20736375,18.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8479353.png,0.93627447,0.15149626,0.20686315,0.8213909,0.15185706,0.183979,77.0,13.0,17.0,68.0,13.0,16.0
393,Kieffer Bellows,8479356,L,26,19,2.0,4.0,1.0,1.0,10.674561403508772,0.2105263157894736,0.1052631578947368,0.1052631578947368,212.0,0.32105,27.0,0.06711988,6.0,0.109268546,9.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8479356.png,0.4121768,0.057870444,0.11599172,0.3715748,0.055896353,0.07826989,34.0,5.0,10.0,31.0,5.0,7.0
394,Beck Malenstyn,8479359,L,26,76,4.0,10.0,5.0,1.0,10.530921052631578,0.131578947368421,0.0789473684210526,0.0526315789473684,265.0,0.74386376,61.0,0.07902107,7.0,0.08088862,7.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479359.png,0.7626511,0.09381793,0.12128756,0.5998616,0.109134585,0.12273515,63.0,8.0,10.0,50.0,9.0,11.0
395,Trent Frederic,8479365,C,26,58,8.0,15.0,4.0,3.0,13.721551724137932,0.2586206896551724,0.1206896551724138,0.1379310344827586,259.0,0.8106857,67.0,0.13956916,12.0,0.16967407,14.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479365.png,0.91132665,0.13642149,0.19035044,0.82425183,0.1566796,0.18198402,75.0,12.0,16.0,68.0,13.0,15.0
396,Max Jones,8479368,L,26,26,1.0,2.0,1.0,0.0,9.38076923076923,0.0769230769230769,0.0384615384615384,0.0384615384615384,259.0,0.35864517,30.0,0.055636343,5.0,0.09441094,8.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479368.png,0.1478935,0.028420096,0.068589754,0.33149204,0.059259187,0.086077146,13.0,3.0,6.0,28.0,5.0,8.0
397,Andrew Peeke,8479369,D,26,76,1.0,17.0,9.0,7.0,18.60679824561404,0.2236842105263158,0.2105263157894736,0.0131578947368421,222.0,0.75858194,63.0,0.044942845,4.0,0.1791663,15.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479369.png,0.515729,0.029614424,0.1373091,0.4821046,0.024926072,0.11088116,43.0,3.0,12.0,40.0,3.0,10.0
398,Tyson Jost,8479370,C,26,39,4.0,9.0,1.0,4.0,10.372649572649571,0.2307692307692307,0.1282051282051282,0.1025641025641025,266.0,0.46535674,39.0,0.08485774,7.0,0.13609923,12.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8479370.png,0.48028308,0.08484728,0.12201207,0.4891071,0.09554011,0.12863055,40.0,7.0,11.0,41.0,8.0,11.0
399,Dante Fabbro,8479371,D,26,68,9.0,26.0,5.0,12.0,20.89558823529412,0.3823529411764705,0.25,0.1323529411764706,267.0,0.82384944,68.0,0.07371267,7.0,0.2506515,21.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479371.png,0.71937126,0.062183272,0.20399706,0.6708525,0.06436,0.19506404,59.0,6.0,17.0,56.0,6.0,16.0
400,Joshua Mahura,8479372,D,26,64,0.0,9.0,5.0,4.0,13.755208333333334,0.140625,0.140625,0.0,245.0,0.6535336,54.0,0.03837987,4.0,0.12402506,11.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8479372.png,0.35626888,0.023399478,0.10177348,0.40172723,0.030246219,0.11328659,30.0,2.0,9.0,33.0,3.0,10.0
401,Logan Stanley,8479378,D,26,63,1.0,14.0,4.0,9.0,15.583597883597884,0.2222222222222222,0.2063492063492063,0.0158730158730158,275.0,0.70052457,58.0,0.030982137,3.0,0.13030325,11.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8479378.png,0.5414533,0.028847529,0.09923106,0.49822444,0.027154272,0.08876937,45.0,3.0,9.0,41.0,3.0,8.0
402,Givani Smith,8479379,R,26,13,0.0,0.0,0.0,0.0,6.325641025641025,0.0,0.0,0.0,273.0,0.2709909,23.0,0.041256454,4.0,0.076015465,7.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8479379.png,0.3458479,0.037920985,0.08952186,0.25646296,0.042629827,0.06020735,29.0,4.0,8.0,22.0,4.0,5.0
403,Jordan Kyrou,8479385,R,26,82,36.0,70.0,20.0,14.0,17.48252032520325,0.8536585365853658,0.4146341463414634,0.4390243902439024,250.0,0.9145408,75.0,0.4239407,35.0,0.47590604,40.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8479385.png,0.94599074,0.3390692,0.4490564,0.9588831,0.30180827,0.43322188,78.0,28.0,37.0,79.0,25.0,36.0
404,Keaton Middleton,8479387,D,26,41,0.0,2.0,1.0,1.0,11.4869918699187,0.048780487804878,0.048780487804878,0.0,273.0,0.46387154,39.0,0.036341213,3.0,0.09407228,8.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8479387.png,0.46951723,0.030465921,0.11089081,0.44711825,0.020618564,0.10168781,39.0,3.0,10.0,37.0,2.0,9.0
405,Taylor Raddysh,8479390,R,26,80,7.0,27.0,8.0,12.0,12.360833333333334,0.3375,0.25,0.0875,286.0,0.80667704,67.0,0.15013377,13.0,0.19148302,16.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479390.png,0.7948619,0.13359745,0.17388995,0.8195236,0.17107315,0.21465841,66.0,11.0,15.0,68.0,15.0,18.0
406,Noah Gregor,8479393,L,26,52,4.0,7.0,2.0,1.0,11.106089743589743,0.1346153846153846,0.0576923076923076,0.0769230769230769,208.0,0.5815235,48.0,0.07195094,6.0,0.10963963,9.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8479393.png,0.50736654,0.06466307,0.092980795,0.5825969,0.10374449,0.09727346,42.0,6.0,8.0,48.0,9.0,8.0
407,Dennis Cholowski,8479395,D,26,39,3.0,10.0,2.0,5.0,13.07051282051282,0.2564102564102564,0.1794871794871795,0.0769230769230769,240.0,0.33382326,28.0,0.030675055,3.0,0.12514505,11.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479395.png,0.29788798,0.05012105,0.14678177,0.3699212,0.04737648,0.14525265,25.0,5.0,13.0,31.0,4.0,12.0
408,Samuel Girard,8479398,D,26,73,3.0,24.0,10.0,11.0,20.84931506849315,0.3287671232876712,0.2876712328767123,0.0410958904109589,273.0,0.7806774,65.0,0.058353733,5.0,0.29132783,24.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8479398.png,0.76473933,0.06881952,0.30876356,0.82569885,0.061422054,0.33297047,63.0,6.0,26.0,68.0,6.0,28.0
409,Pierre-Luc Dubois,8479400,L,26,82,20.0,66.0,29.0,17.0,17.299796747967477,0.8048780487804879,0.5609756097560976,0.2439024390243902,286.0,0.9506592,78.0,0.29191834,24.0,0.43337864,36.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479400.png,0.9721158,0.30246833,0.45511723,0.96262026,0.31413028,0.4694211,80.0,25.0,38.0,79.0,26.0,39.0
410,Jake Bean,8479402,D,26,64,2.0,7.0,2.0,3.0,15.0890625,0.109375,0.078125,0.03125,220.0,0.577391,48.0,0.043639153,4.0,0.13473101,12.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479402.png,0.26048523,0.020134633,0.10804578,0.39378017,0.025553135,0.12624979,22.0,2.0,9.0,33.0,3.0,11.0
411,Jesper Bratt,8479407,L,26,81,21.0,88.0,36.0,31.0,18.948148148148142,1.0864197530864197,0.8271604938271605,0.2592592592592592,240.0,0.9517528,79.0,0.33053353,28.0,0.634386,53.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479407.png,0.8157057,0.2538316,0.34778902,0.9476957,0.23382254,0.37736467,67.0,21.0,29.0,78.0,20.0,31.0
412,Mikhail Sergachev,8479410,D,26,77,15.0,53.0,22.0,16.0,25.11688311688312,0.6883116883116883,0.4935064935064935,0.1948051948051948,240.0,0.88248223,73.0,0.14211783,12.0,0.53669614,45.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8479410.png,0.84862536,0.12424861,0.56884676,0.89670616,0.117316596,0.5631698,70.0,11.0,47.0,74.0,10.0,47.0
413,Nathan Bastian,8479414,R,27,59,4.0,10.0,4.0,2.0,10.937570621468929,0.1694915254237288,0.1016949152542373,0.0677966101694915,240.0,0.6464936,54.0,0.07754982,7.0,0.10198167,9.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479414.png,0.47659343,0.047847535,0.09472851,0.55658215,0.06032985,0.100019135,40.0,4.0,8.0,46.0,5.0,9.0
414,Tage Thompson,8479420,C,27,76,44.0,72.0,18.0,10.0,18.756359649122807,0.9473684210526316,0.3684210526315789,0.5789473684210527,265.0,0.8697425,72.0,0.46293747,38.0,0.45968014,38.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479420.png,0.9741675,0.42931542,0.5082643,0.9325194,0.43819243,0.46472615,80.0,36.0,42.0,77.0,36.0,39.0
415,Jacob Moverare,8479421,D,26,49,1.0,8.0,2.0,5.0,11.858843537414966,0.1632653061224489,0.1428571428571428,0.0204081632653061,249.0,0.4038429,34.0,0.030414049,3.0,0.085626125,8.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479421.png,0.46411884,0.030414334,0.13572484,0.45448038,0.020785933,0.12848578,39.0,3.0,12.0,38.0,2.0,11.0
416,Filip Hronek,8479425,D,27,61,5.0,33.0,12.0,16.0,23.894262295081965,0.5409836065573771,0.4590163934426229,0.081967213114754,233.0,0.8831207,73.0,0.075924054,7.0,0.4166245,35.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8479425.png,0.82753927,0.096851155,0.38718075,0.86517423,0.07913472,0.3809956,68.0,8.0,32.0,71.0,7.0,32.0
417,Troy Stecher,8479442,D,30,66,3.0,7.0,3.0,1.0,13.873484848484848,0.106060606060606,0.0606060606060606,0.0454545454545454,259.0,0.66736126,55.0,0.020368611,2.0,0.11485292,10.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479442.png,0.43090573,0.028777434,0.10669274,0.4486048,0.025562933,0.093386896,36.0,3.0,9.0,37.0,3.0,8.0
418,Brandon Duhaime,8479520,R,27,82,9.0,21.0,7.0,5.0,13.34369918699187,0.2560975609756097,0.1463414634146341,0.1097560975609756,286.0,0.81313145,67.0,0.1050719,9.0,0.1472909,13.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479520.png,0.98638785,0.11014619,0.1663435,0.8690093,0.13869068,0.16650537,81.0,10.0,14.0,72.0,12.0,14.0
419,Lucas Carlsson,8479523,D,27,13,1.0,4.0,2.0,1.0,19.362820512820512,0.3076923076923077,0.2307692307692307,0.0769230769230769,208.0,0.3378686,28.0,0.029247941,3.0,0.120513804,10.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8479523.png,0.5530969,0.040562067,0.15812235,0.60480446,0.03263728,0.15615575,46.0,4.0,13.0,50.0,3.0,13.0
420,Ross Colton,8479525,C,28,61,16.0,29.0,8.0,5.0,14.420765027322403,0.4754098360655737,0.2131147540983606,0.2622950819672131,273.0,0.86494404,71.0,0.22270517,19.0,0.19935934,17.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8479525.png,0.91428906,0.17718828,0.23639439,0.8488624,0.20147482,0.24753705,75.0,15.0,20.0,70.0,17.0,21.0
421,Joona Koppanen,8479533,L,26,11,1.0,1.0,0.0,0.0,13.383333333333333,0.0909090909090909,0.0,0.0909090909090909,242.0,0.34833777,29.0,0.042225126,4.0,0.10053917,9.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8479533.png,0.45269045,0.042960893,0.093082,0.40800124,0.04270527,0.0793794,38.0,4.0,8.0,34.0,4.0,7.0
422,Brandon Hagel,8479542,L,26,82,35.0,90.0,34.0,21.0,20.74329268292683,1.0975609756097562,0.6707317073170732,0.4268292682926829,292.0,0.92164326,76.0,0.3999553,33.0,0.52598614,44.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8479542.png,0.9829142,0.33025375,0.53669894,0.9738419,0.34222195,0.50807995,81.0,28.0,45.0,80.0,29.0,42.0
423,Michael Pezzetta,8479543,L,26,25,0.0,0.0,0.0,0.0,5.934,0.0,0.0,0.0,243.0,0.4240208,35.0,0.06534747,6.0,0.08236087,7.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8479543.png,0.36141768,0.035846423,0.04491752,0.13921787,0.025345257,0.014950822,30.0,3.0,4.0,12.0,3.0,2.0
424,Tanner Laczynski,8479550,C,27,8,1.0,1.0,0.0,0.0,8.6,0.125,0.0,0.125,274.0,0.23582684,20.0,0.04476248,4.0,0.07962416,7.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8479550.png,0.23308916,0.040112283,0.11065311,0.3259413,0.04993562,0.11027331,20.0,4.0,10.0,27.0,5.0,10.0
425,Vincent Desharnais,8479576,D,28,51,0.0,3.0,0.0,3.0,15.918954248366012,0.0588235294117647,0.0588235294117647,0.0,208.0,0.7207877,60.0,0.021161187,2.0,0.110905156,10.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8479576.png,0.41316664,0.01759631,0.096822135,0.3837069,0.01350065,0.08072368,34.0,2.0,8.0,32.0,2.0,7.0
426,Michael Eyssimont,8479591,C,28,77,9.0,16.0,3.0,4.0,10.613852813852814,0.2077922077922078,0.0909090909090909,0.1168831168831168,245.0,0.8112764,67.0,0.12452671,11.0,0.12330728,11.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8479591.png,0.83110195,0.12089535,0.15663685,0.726389,0.13142218,0.17224556,69.0,10.0,13.0,60.0,11.0,15.0
427,Michael Carcone,8479619,L,28,53,7.0,19.0,3.0,9.0,11.43301886792453,0.3584905660377358,0.2264150943396226,0.1320754716981132,240.0,0.74038786,61.0,0.15436018,13.0,0.15403336,13.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8479619.png,0.2536627,0.03824908,0.11232614,0.3956346,0.05472027,0.097882695,21.0,4.0,10.0,33.0,5.0,9.0
428,Justin Brazeau,8479638,R,26,76,11.0,22.0,8.0,3.0,11.86469298245614,0.2894736842105263,0.1447368421052631,0.1447368421052631,225.0,0.7655328,63.0,0.15910006,14.0,0.16675681,14.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8479638.png,0.6575807,0.12625633,0.11765162,0.7451413,0.14958583,0.14054851,54.0,11.0,10.0,62.0,13.0,12.0
429,Tanner Jeannot,8479661,L,27,67,7.0,13.0,2.0,4.0,11.016666666666667,0.1940298507462686,0.0895522388059701,0.1044776119402985,249.0,0.7648568,63.0,0.09144467,8.0,0.10815008,9.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479661.png,0.7432367,0.08261552,0.16060019,0.71230984,0.072876476,0.17043068,61.0,7.0,14.0,59.0,6.0,14.0
430,Mathieu Olivier,8479671,R,27,82,18.0,32.0,6.0,8.0,14.459146341463416,0.3902439024390244,0.1707317073170731,0.2195121951219512,267.0,0.82873887,68.0,0.14823169,13.0,0.18581179,16.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479671.png,1.00501,0.16707306,0.20235291,0.99505615,0.17426708,0.19981316,83.0,14.0,17.0,82.0,15.0,17.0
431,Trevor Moore,8479675,L,29,71,18.0,40.0,9.0,13.0,16.876995305164318,0.5633802816901409,0.3098591549295774,0.2535211267605634,249.0,0.8694133,72.0,0.23855813,20.0,0.28431475,24.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479675.png,0.9062318,0.2985507,0.31208792,0.85748065,0.24813272,0.26763466,75.0,25.0,26.0,71.0,21.0,22.0
432,Zack MacEwen,8479772,R,28,21,2.0,3.0,0.0,1.0,7.76111111111111,0.1428571428571428,0.0476190476190476,0.0952380952380952,242.0,0.3406137,28.0,0.061092082,6.0,0.075692065,7.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8479772.png,0.26981708,0.0438636,0.056611042,0.31877494,0.06638334,0.05498069,23.0,4.0,5.0,27.0,6.0,5.0
433,Justin Danforth,8479941,R,31,61,9.0,21.0,7.0,5.0,14.384426229508197,0.3442622950819672,0.1967213114754098,0.1475409836065573,267.0,0.70661956,58.0,0.12734704,11.0,0.1467149,13.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479941.png,0.5841248,0.1138626,0.13616706,0.7636555,0.1206849,0.15657629,48.0,10.0,12.0,63.0,10.0,13.0
434,Dominik Shine,8479942,R,31,9,0.0,1.0,0.0,1.0,8.644444444444444,0.1111111111111111,0.1111111111111111,0.0,235.0,0.17439231,15.0,0.04267037,4.0,0.069360726,6.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8479942.png,0.24786283,0.07034412,0.12560786,0.30166656,0.071025446,0.100600265,21.0,6.0,11.0,25.0,6.0,9.0
435,Zachary Aston-Reese,8479944,C,30,79,6.0,17.0,6.0,5.0,13.444725738396626,0.2151898734177215,0.1392405063291139,0.0759493670886076,267.0,0.77033293,64.0,0.10127648,9.0,0.12050466,10.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479944.png,0.754252,0.0881783,0.10678329,0.7688767,0.10135561,0.10233601,62.0,8.0,9.0,64.0,9.0,9.0
436,Vinni Lettieri,8479968,C,29,26,3.0,5.0,2.0,0.0,13.517948717948716,0.1923076923076923,0.0769230769230769,0.1153846153846153,222.0,0.44796085,37.0,0.08463354,7.0,0.10249325,9.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479968.png,0.45928743,0.07174953,0.1121107,0.48746872,0.08394576,0.110316895,38.0,6.0,10.0,40.0,7.0,10.0
437,Juuso Vlimki,8479976,D,26,43,2.0,5.0,2.0,1.0,16.553100775193798,0.1162790697674418,0.0697674418604651,0.0465116279069767,240.0,0.5297557,44.0,0.041523334,4.0,0.17271061,15.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8479976.png,0.5394746,0.03885613,0.17688292,0.60450643,0.04603156,0.19403686,45.0,4.0,15.0,50.0,4.0,16.0
438,Kailer Yamamoto,8479977,R,26,12,2.0,3.0,1.0,0.0,12.1125,0.25,0.0833333333333333,0.1666666666666666,240.0,0.5043593,42.0,0.10813751,9.0,0.1596551,14.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8479977.png,0.18067254,0.06689012,0.10329401,0.4216799,0.100847915,0.16194142,15.0,6.0,9.0,35.0,9.0,14.0
439,Nicolas Hague,8479980,D,26,68,5.0,12.0,2.0,5.0,16.99607843137255,0.1764705882352941,0.1029411764705882,0.0735294117647058,274.0,0.8148274,67.0,0.035544448,3.0,0.17146957,15.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8479980.png,0.79017574,0.038680676,0.17589398,0.70191246,0.046605933,0.16084796,65.0,4.0,15.0,58.0,4.0,14.0
440,Jonah Gadjovich,8479981,L,26,42,4.0,4.0,0.0,0.0,8.450396825396826,0.0952380952380952,0.0,0.0952380952380952,246.0,0.46232095,38.0,0.07931224,7.0,0.06747163,6.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479981.png,0.22248937,0.023505097,0.029236939,0.3967561,0.054631177,0.056746196,19.0,2.0,3.0,33.0,5.0,5.0
441,Conor Timmins,8479982,D,26,68,3.0,15.0,6.0,6.0,16.92205882352941,0.2205882352941176,0.1764705882352941,0.0441176470588235,242.0,0.60127,50.0,0.040404353,4.0,0.19200894,16.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8479982.png,0.32969284,0.02431888,0.1412103,0.5144154,0.026505893,0.1720797,28.0,2.0,12.0,43.0,3.0,15.0
442,Mario Ferraro,8479983,D,26,78,5.0,17.0,7.0,5.0,21.401495726495725,0.2179487179487179,0.1538461538461538,0.0641025641025641,208.0,0.8887883,73.0,0.042742908,4.0,0.19484474,16.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8479983.png,0.85653025,0.05044799,0.20719014,0.80348724,0.042006787,0.17146322,71.0,5.0,17.0,66.0,4.0,15.0
443,Cale Fleury,8479985,D,26,14,0.0,1.0,0.0,1.0,12.866666666666664,0.0714285714285714,0.0714285714285714,0.0,245.0,0.2936686,25.0,0.030261753,3.0,0.07336565,7.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8479985.png,0.45535964,0.037362244,0.13313927,0.4704221,0.017654723,0.120971955,38.0,4.0,11.0,39.0,2.0,10.0
444,Morgan Geekie,8479987,C,26,77,33.0,57.0,14.0,10.0,16.92034632034632,0.7402597402597403,0.3116883116883117,0.4285714285714285,222.0,0.90912825,75.0,0.29770645,25.0,0.3145833,26.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479987.png,0.97666234,0.32586512,0.40378052,0.9492627,0.3107194,0.36746877,81.0,27.0,34.0,78.0,26.0,31.0
445,Michael Rasmussen,8479992,C,25,77,11.0,21.0,7.0,3.0,13.411471861471862,0.2727272727272727,0.1298701298701298,0.1428571428571428,235.0,0.81092703,67.0,0.15536252,13.0,0.1801832,15.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8479992.png,0.90665454,0.15126148,0.19328816,0.8684077,0.15964524,0.18596317,75.0,13.0,16.0,72.0,14.0,16.0
446,Cody Glass,8479996,C,25,65,6.0,22.0,12.0,4.0,13.655641025641026,0.3384615384615385,0.2461538461538461,0.0923076923076923,240.0,0.6382236,53.0,0.13213259,11.0,0.19351633,16.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479996.png,0.753561,0.1454877,0.20463996,0.7638233,0.16397788,0.22792725,62.0,12.0,17.0,63.0,14.0,19.0
447,Mikey Anderson,8479998,D,25,77,6.0,24.0,6.0,12.0,22.69025974025974,0.3116883116883117,0.2337662337662337,0.0779220779220779,249.0,0.88705987,73.0,0.06678207,6.0,0.22729973,19.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479998.png,0.905351,0.07051075,0.26945657,0.9166886,0.0613867,0.2581587,75.0,6.0,23.0,76.0,6.0,22.0
448,Casey Mittelstadt,8479999,C,26,81,15.0,40.0,16.0,9.0,17.063786008230455,0.4938271604938271,0.3086419753086419,0.1851851851851851,222.0,0.87881655,73.0,0.19468035,16.0,0.33665347,28.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479999.png,0.84902817,0.18638171,0.37546733,0.8861043,0.1791238,0.3447963,70.0,16.0,31.0,73.0,15.0,29.0
449,Urho Vaakanainen,8480001,D,25,51,2.0,16.0,6.0,8.0,16.41078431372549,0.3137254901960784,0.2745098039215686,0.0392156862745098,255.0,0.6085728,50.0,0.053328685,5.0,0.15560684,13.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8480001.png,0.42877,0.022537043,0.13011533,0.42056793,0.01838102,0.12537108,36.0,2.0,11.0,35.0,2.0,11.0
450,Nico Hischier,8480002,C,25,75,35.0,69.0,22.0,12.0,20.388,0.92,0.4533333333333333,0.4666666666666667,240.0,0.8789059,73.0,0.45111877,37.0,0.5381389,45.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480002.png,0.9532743,0.39914045,0.45919463,0.917237,0.36579585,0.46816325,79.0,33.0,38.0,76.0,30.0,39.0
451,Jesper Boqvist,8480003,C,26,78,12.0,23.0,6.0,5.0,13.245940170940171,0.2948717948717949,0.141025641025641,0.1538461538461538,246.0,0.76972103,64.0,0.118123814,10.0,0.15179385,13.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480003.png,0.7683983,0.113185115,0.18103576,0.75169224,0.1299285,0.17347774,64.0,10.0,15.0,62.0,11.0,15.0
452,Jonas Rondbjerg,8480007,R,25,13,0.0,0.0,0.0,0.0,9.625641025641029,0.0,0.0,0.0,274.0,0.34466836,29.0,0.04876703,4.0,0.06835912,6.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8480007.png,0.4125204,0.05622864,0.12135362,0.48116753,0.077528656,0.12729107,34.0,5.0,10.0,40.0,7.0,11.0
453,Eeli Tolvanen,8480009,R,25,81,23.0,35.0,5.0,7.0,14.319958847736627,0.4320987654320987,0.1481481481481481,0.2839506172839506,245.0,0.88182,73.0,0.21943659,18.0,0.23186296,20.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8480009.png,0.88232976,0.16348112,0.19727753,0.9546231,0.20304911,0.22000426,73.0,14.0,17.0,79.0,17.0,19.0
